year,date,median,low,high
2020,2020-05-09,1,0,3.7674264059398395
2020,2020-04-25,1,0,3.786678818538893
2019,2020-11-03,5,0,16.20522144622867
2020,2020-06-28,1,0,4.567824613458104
2020,2020-07-03,2,0,6.074585011764776
2020,2020-10-04,1,0,4.917315776000915
2020,2020-07-12,1,0,4.4544518353159415
2019,2020-03-28,7,0,26.448002341829255
2019,2020-06-18,6,0,22.955833036954647
2019,2020-07-11,6,0,21.65367915891108
2019,2020-07-21,5,0,18.868608835196476
2019,2020-12-02,4,0,16.475218656703774
2020,2020-01-01,4,0,18.770420002758144
2020,2020-04-29,1,0,3.9315271619387917
2020,2020-06-10,1,0,5.17472416106248
2019,2020-01-15,6,0,28.021796599861236
2019,2020-04-25,7,0,30.530759411261567
2019,2020-08-30,7,0,26.779193333061155
2020,2020-07-09,2,0,6.695291082128013
2020,2020-09-04,2,0,7.371864679821497
2020,2020-10-06,2,0,6.96745507697852
2020,2020-04-04,0,0,2.505234431919957
2019,2020-06-14,8,0,25.283405462606108
2019,2020-08-20,6,0,19.901580456829276
2020,2020-01-10,8,0,28.28995785156801
2020,2020-02-08,6,0,20.574841256674812
2020,2020-10-05,2,0,6.904308286934715
2020,2020-05-06,1,0,4.217949870013003
2020,2020-08-16,1,0,4.26461616975492
2019,2020-03-22,7,0,24.560013024605137
2019,2020-12-29,5,0,21.525503315937986
2020,2020-02-04,5,0,19.203620797690633
2020,2020-11-22,1,0,4.898103930084213
2019,2020-02-09,7,0,29.577188421673956
2019,2020-10-15,6,0,23.64924259845085
2020,2020-08-02,1,0,5.215113035636227
2020,2020-08-25,2,0,6.839297010960763
2020,2020-08-13,2,0,6.497748756733139
2020,2020-11-17,2,0,6.444847179511464
2020,2020-04-01,1,0,4.237435499520682
2019,2020-01-16,6,0,29.809189172779252
2019,2020-06-07,8,0,24.61008811461958
2019,2020-12-24,4,0,17.049057403488696
2020,2020-07-15,2,0,6.814109052229983
2020,2020-09-05,2,0,6.923809784740229
2020,2020-11-19,2,0,6.6211605194721885
2019,2020-01-07,8,0,45.01677703660753
2020,2020-03-08,4,0,13.505507652150168
2019,2020-05-30,7,0,22.915915443725922
2019,2020-04-06,8,0,25.046696942861644
2019,2020-12-06,7,0,26.13383549098648
2019,2020-08-09,7,0,22.670140003634575
2020,2020-07-13,2,0,6.743083306944449
2020,2020-08-12,2,0,6.853509030472854
2019,2020-02-17,6,0,20.74116242369976
2019,2020-03-26,6,0,22.14376256269879
2019,2020-05-10,9,0,28.02375449472957
2019,2020-10-07,5,0,18.697308683098278
2020,2020-11-11,2,0,8.933584448567757
2019,2020-02-08,7,0,29.93697902712413
2019,2020-04-27,8,0,28.4073924004254
2019,2020-07-29,5,0,19.51901608671708
2019,2020-09-13,9,0,26.798442274141347
2020,2020-01-21,5,0,17.869056861700532
2020,2020-03-12,4,0,14.207948168846308
2020,2020-07-17,2,0,7.091789269434566
2019,2020-12-05,7,0,24.913480551021973
2019,2020-03-14,6,0,23.580821912152924
2019,2020-03-18,5,0,20.12303008186133
2019,2020-04-19,8,0,26.40609662764602
2019,2020-06-17,6,0,22.928732273234935
2020,2020-01-11,7,0,25.615985695636063
2020,2020-04-27,1,0,3.8030693405607363
2020,2020-06-02,1,0,4.660983958265335
2020,2020-06-20,1,0,4.9306701422678385
2020,2020-08-08,2,0,6.439028625845098
2020,2020-06-14,1,0,4.125584383954926
2019,2020-03-25,6,0,21.376723542240164
2019,2020-03-01,7,0,22.516518262021748
2019,2020-03-11,6,0,22.746760515874115
2019,2020-05-15,7,0,26.050582989922667
2019,2020-08-21,6,0,20.003281804589783
2020,2020-07-30,2,0,7.215344601566936
2020,2020-10-08,2,0,7.478153336586975
2019,2020-05-02,7,0,24.455250182447937
2019,2020-07-17,6,0,22.730257695861635
2020,2020-06-09,1,0,5.212886932598246
2019,2020-05-31,8,0,28.652259306133182
2020,2020-03-09,4,0,16.275812271277516
2019,2020-04-04,7,0,24.555816248613937
2019,2020-06-15,7,0,23.064298267418806
2020,2020-08-10,2,0,6.62969310229632
2020,2020-03-06,6,0,19.22104892394012
2020,2020-06-07,1,0,4.063451627494519
2020,2020-07-23,2,0,6.779950109144422
2020,2020-11-01,1,0,4.685279594209253
2020,2020-11-06,2,0,29.111739405808635
2019,2020-05-03,8,0,26.996608021140247
2019,2020-06-19,7,0,24.51905576192773
2019,2020-12-14,7,0,30.198021563992935
2020,2020-10-20,2,0,7.013265972022631
2020,2020-05-20,1,0,4.468711358071778
2020,2020-08-22,2,0,6.8881999210998925
2020,2020-10-16,2,0,7.563127191463726
2019,2020-02-18,5,0,17.208429437006988
2019,2020-08-29,6,0,20.92123207696814
2019,2020-09-06,8,0,24.792426820782627
2019,2020-11-24,4,0,17.591382352439027
2020,2020-01-12,5,0,21.213383950239823
2020,2020-03-27,1,0,4.142954024192476
2019,2020-05-06,6,0,23.53867803980521
2020,2020-07-18,1,0,5.092885955412434
2020,2020-11-13,2,0,7.680420117218551
2019,2020-01-11,7,0,31.53894827651029
2019,2020-03-13,6,0,22.317154089503713
2019,2020-04-12,8,0,26.571963525393112
2019,2020-12-23,5,0,23.20132374987782
2019,2020-09-14,8,0,24.37608915826378
2019,2020-09-24,6,0,22.3122649187851
2019,2020-10-28,5,0,18.540415511091133
2020,2020-11-04,2,0,19.47914350003704
2019,2020-03-24,6,0,18.772141868672637
2019,2020-05-14,6,0,22.53792387295184
2019,2020-06-22,7,0,26.075316751812302
2020,2020-02-17,4,0,15.232203695263024
2020,2020-04-18,0,0,2.1688187614378034
2020,2020-05-25,1,0,4.035016724978041
2019,2020-01-31,6,0,24.587913067917764
2019,2020-03-06,6,0,28.831112815402594
2020,2020-05-26,1,0,4.549852007703504
2020,2020-07-16,2,0,7.020276132356713
2020,2020-09-09,2,0,7.590012668378085
2019,2020-07-13,6,0,23.010951182507455
2020,2020-03-31,1,0,3.8984403228653273
2020,2020-05-23,1,0,3.818806955520051
2019,2020-07-02,6,0,22.52003351058254
2019,2020-11-19,5,0,20.424146587085463
2019,2020-11-23,6,0,23.459766192901967
2019,2020-12-04,6,0,22.87490853077498
2020,2020-06-26,2,0,6.892391303057693
2020,2020-02-03,5,0,19.19734840031886
2020,2020-07-29,2,0,6.858194427898341
2019,2020-02-27,5,0,19.93765589709627
2019,2020-07-28,5,0,17.114272082339582
