year,date,median,low,high
2020,2020-01-07,7,0,23.0952679700637
2020,2020-02-24,7,0,23.9149146733409
2020,2020-03-05,6,0,20.227000061265887
2019,2020-11-05,6,0,19.443924946260402
2019,2020-06-26,8,0,26.323626120476803
2019,2020-11-30,6,0,20.31368857022707
2020,2020-02-10,6,0,21.453199104574736
2019,2020-03-30,8,0,24.58179890652909
2019,2020-08-23,7,0,21.267525741907683
2019,2020-12-17,6,0,20.31314661093152
2020,2020-06-04,2,0,7.826685115213009
2019,2020-09-01,6,0,20.55408288610016
2020,2020-01-19,6,0,19.554175587873672
2020,2020-01-25,6,0,23.04157783903461
2020,2020-03-24,2,0,7.055314822774704
2019,2020-10-18,8,0,25.55612773201266
2020,2020-11-20,3,0,9.140418428253877
2020,2020-10-13,3,0,9.133284387904208
2019,2020-05-19,6,0,19.450904086938714
2019,2020-08-27,7,0,22.143925863211848
2019,2020-02-11,6,0,27.80375134206835
2020,2020-09-16,3,0,9.609119332662083
2019,2020-04-11,8,0,24.827573355652707
2019,2020-05-18,8,0,25.476853581092872
2019,2020-08-18,5,0,18.118867653834062
2019,2020-12-12,7,0,24.39001959906739
2020,2020-02-11,7,0,23.21351896803543
2020,2020-02-16,6,0,19.329723896324843
2019,2020-07-23,7,0,23.02026659964974
2020,2020-06-21,1,0,6.660485680930357
2019,2020-04-03,8,0,26.20579129412146
2019,2020-08-16,8,0,24.32338635662765
2019,2020-10-24,7,0,23.49089508593435
2019,2020-11-17,5,0,21.22611049429568
2020,2020-02-27,7,0,23.38072995787859
2019,2020-03-31,6,0,19.05185694369589
2019,2020-08-08,7,0,22.549334354096896
2019,2020-10-16,7,0,22.91458572834734
2020,2020-06-24,3,0,9.848863147749803
2019,2020-04-08,7,0,22.798905918373386
2019,2020-12-03,6,0,21.290728281520686
2020,2020-01-09,8,0,24.54171694620488
2020,2020-01-24,8,0,25.17216322124713
2019,2020-01-17,7,0,27.54714539211737
2019,2020-04-10,8,0,25.04336124340219
2019,2020-05-29,7,0,23.677490684404397
2019,2020-07-06,6,0,21.828755894094005
2020,2020-04-07,1,0,5.06816725715333
2019,2020-02-16,8,0,29.07744728274771
2019,2020-07-24,7,0,24.272281893039988
2019,2020-01-22,6,0,27.714300495659238
2019,2020-02-24,5,0,15.753830310764837
2020,2020-01-13,7,0,30.1206734086311
2020,2020-02-22,7,0,22.576335159827302
2020,2020-02-23,6,0,20.916956037555202
2019,2020-08-19,6,0,20.011110167051516
2019,2020-09-27,8,0,24.217743339349234
2019,2020-12-18,7,0,23.4600397160927
2019,2020-05-16,9,0,27.825995874220382
2019,2020-05-27,5,0,18.766790723322586
