year,date,median,low,high
2020,2020-09-01,2.0,0,10.751143816534736
2020,2020-09-23,2.0,0,10.835431865532565
2020,2020-09-26,2.0,0,10.934537848185023
2019,2020-01-15,5.0,0,32.94164036070729
2019,2020-06-18,5.0,0,31.25939757997956
2019,2020-07-21,4.0,0,21.90701490217583
2019,2020-12-02,4.0,0,28.996583943707154
2020,2020-01-01,3.0,0,22.780169150550666
2020,2020-04-29,1.0,0,6.067959540155098
2020,2020-06-10,2.0,0,9.246104989136427
2019,2020-07-11,5.0,0,32.29754094095617
2020,2020-08-13,2.0,0,9.90252330105426
2020,2020-08-25,2.0,0,10.10352732943122
2019,2020-02-09,5.0,0,35.52406552707723
2019,2020-10-15,5.0,0,31.250313701436898
2020,2020-04-01,1.0,0,6.503622458674746
2020,2020-08-02,1.0,0,7.919360441367597
2020,2020-11-17,2.0,0,9.899513506445025
2019,2020-08-03,5.0,0,28.299394242150807
2019,2020-08-14,5.0,0,28.401643184680093
2019,2020-11-15,6.0,0,37.25597807600759
2020,2020-06-25,2.0,0,9.897212800424303
2020,2020-09-15,2.0,0,10.411308307316267
2019,2020-09-23,6.0,0,33.313097711604556
2019,2020-06-02,5.0,0,26.223625290890343
2019,2020-08-07,5.0,0,29.95792531561444
2019,2020-09-25,6.0,0,33.57023592279582
2019,2020-05-12,4.0,0,21.064290034398365
2019,2020-07-03,6.0,0,31.436133272500765
2020,2020-01-03,6.0,0,36.259442649113936
2019,2020-03-27,6.0,0,34.87961455688952
2020,2020-08-31,2.0,0,10.177446447979328
2019,2020-01-12,5.0,0,26.68962240404616
2019,2020-01-20,3.0,0,20.03588605920364
2020,2020-05-19,1.0,0,7.259667031779675
2020,2020-10-26,2.0,0,10.339792604544241
2020,2020-11-14,2.0,0,10.841972405500957
2019,2020-05-21,6.0,0,33.32798572489876
2020,2020-03-13,5.0,0,22.314350231669522
2019,2020-04-14,5.0,0,26.559487274774384
2019,2020-10-03,5.0,0,46.70474208602016
2019,2020-10-06,4.0,0,46.42119516524848
2020,2020-02-28,6.0,0,31.77635227752343
2020,2020-08-15,2.0,0,9.506569017071776
2020,2020-10-10,2.0,0,11.6082704197628
2019,2020-02-05,5.0,0,66.11560076216911
2019,2020-08-24,4.0,0,30.943262172273254
2019,2020-01-24,5.0,0,28.796473508107898
2019,2020-03-28,6.0,0,35.495583441297406
2019,2020-11-03,4.0,0,21.469896880694993
2020,2020-06-28,1.0,0,7.633680652991114
2020,2020-07-12,1.0,0,7.3041729137098095
2020,2020-10-04,1.0,0,8.9507726296902
2020,2020-07-03,2.0,0,10.43554868555183
2019,2020-01-08,10.0,0,54.95683207228024
2019,2020-11-22,6.0,0,33.06563538262726
2019,2020-06-13,5.0,0,29.007440518924792
2019,2020-08-06,5.0,0,30.017170778096347
2020,2020-05-04,1.0,0,6.583219555052379
2020,2020-05-22,1.0,0,7.812043058348486
2020,2020-08-01,2.0,0,9.6820437025646
2020,2020-09-03,2.0,0,10.962860718317447
2020,2020-09-12,2.0,0,10.846359867057755
2019,2020-05-03,7.0,0,36.5746525231735
2019,2020-06-19,6.0,0,33.14286121831016
2019,2020-12-14,5.0,0,35.97969719043289
2020,2020-07-23,2.0,0,10.005409318065448
2020,2020-10-20,2.0,0,10.403092249351939
2020,2020-11-06,2.0,0,69.85210780557604
2020,2020-06-07,1.0,0,7.0956868779684745
2020,2020-11-01,1.0,0,8.304980807141405
2019,2020-03-26,6.0,0,33.72022913218696
2019,2020-05-10,7.0,0,36.924649187296495
2019,2020-02-17,4.0,0,24.83347748383053
2019,2020-08-09,6.0,0,30.484603312006072
2019,2020-10-07,5.0,0,32.377018959851824
2020,2020-07-13,2.0,0,10.28489625998342
2020,2020-08-12,2.0,0,9.94441504065285
2020,2020-11-11,2.0,0,10.069286634635125
2019,2020-07-07,4.0,0,22.758267934082575
2019,2020-09-21,6.0,0,29.440455774804292
2020,2020-04-05,0.0,0,4.366643233273406
2020,2020-10-23,3.0,0,12.36727672481747
2020,2020-07-05,1.0,0,7.404122955250039
2019,2020-01-11,6.0,0,31.05647871158407
2019,2020-03-13,5.0,0,31.539467552509
2019,2020-04-12,7.0,0,36.806695358567026
2019,2020-09-24,6.0,0,33.92460211372302
2019,2020-12-23,5.0,0,36.920673787700565
2019,2020-09-14,6.0,0,28.973728068526427
2019,2020-10-28,5.0,0,29.49746843759793
2020,2020-11-13,2.0,0,10.828664908360794
2019,2020-03-14,6.0,0,35.37247119008975
2019,2020-03-18,5.0,0,30.450212014958943
2019,2020-03-25,5.0,0,33.053950992512156
2019,2020-04-19,7.0,0,41.509420169233785
2019,2020-06-17,6.0,0,30.106575585922194
2020,2020-01-11,6.0,0,30.34535925003352
2020,2020-04-27,1.0,0,6.155291604708168
2020,2020-06-14,1.0,0,7.141350622538871
2020,2020-08-08,2.0,0,9.424966952363665
2020,2020-06-02,1.0,0,7.49412943982376
2020,2020-06-20,1.0,0,8.565990108285161
2020,2020-04-26,0.0,0,4.175959383340879
2020,2020-11-07,2.0,0,62.247895502131506
2020,2020-06-15,2.0,0,9.039719621003723
2019,2020-07-02,5.0,0,30.793876803475403
2019,2020-11-19,5.0,0,30.303650698178764
2019,2020-11-23,5.0,0,28.86013482537257
2019,2020-12-04,5.0,0,34.07146499060655
2020,2020-02-03,5.0,0,32.36457927585991
2020,2020-05-23,1.0,0,6.9722211093353375
2020,2020-06-26,2.0,0,10.431410658617862
2020,2020-07-29,2.0,0,10.366320600275076
2019,2020-05-02,6.0,0,36.5014921828212
2019,2020-05-31,7.0,0,35.060676869017755
2019,2020-07-17,6.0,0,31.263301059182268
2020,2020-06-09,2.0,0,9.20075423211335
2019,2020-03-20,6.0,0,34.016754218824666
2019,2020-06-29,6.0,0,29.49651961017579
2019,2020-07-12,6.0,0,33.90688837534701
2019,2020-09-02,4.0,0,25.576735931476318
2020,2020-06-23,2.0,0,9.714456189587574
2020,2020-08-19,2.0,0,10.251841225409445
2020,2020-09-06,2.0,0,9.486133244316571
2020,2020-10-28,2.0,0,10.715085528050032
2019,2020-08-01,6.0,0,32.71761147000077
2020,2020-02-12,6.0,0,31.03146311822143
2020,2020-02-20,5.0,0,31.852946654505693
2019,2020-10-31,5.0,0,28.701099412301048
2020,2020-08-23,1.0,0,7.790611649368276
2020,2020-06-03,1.0,0,7.558680191378452
2019,2020-04-15,6.0,0,37.791214841077455
2019,2020-11-05,5.0,0,28.21393915375278
2020,2020-01-07,5.0,0,33.81281838448399
2020,2020-02-24,5.0,0,31.462104494839338
2020,2020-03-05,5.0,0,28.569984933799713
2019,2020-01-31,5.0,0,55.80300119954469
2019,2020-03-06,5.0,0,31.536832293788276
2019,2020-07-13,5.0,0,28.69315605670638
2020,2020-03-31,1.0,0,6.538983354019192
2020,2020-05-26,1.0,0,7.039934170774453
2020,2020-07-16,2.0,0,10.18330273927795
2020,2020-09-09,2.0,0,11.067571871733778
2020,2020-06-21,1.0,0,7.42556220131234
2019,2020-04-11,6.0,0,35.32304150927029
2019,2020-05-18,6.0,0,30.929416167055223
2019,2020-08-18,4.0,0,20.69704255104255
2020,2020-02-11,5.0,0,30.798520967011534
2020,2020-02-16,4.0,0,24.096248624568343
